,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
379,intelliflo - Lead Software Engineer (Remote),Invesco,"Remote in Chicago, IL 60601+1 location",N/A,"Working knowledge of container/automation and cloud technologies (Docker, Hashicorp, AWS etc).
Release working software that meets the stability and quality…",Posted27 days ago,2022-05-05
380,"Software Engineer (AN) - CWMD, Consumer Engineering, USD",Goldman Sachs,"Chicago, IL 60606 (The Loop area)",N/A,"Our advisor-led wealth management businesses provide financial planning, investment management, banking and comprehensive advice to a wide range of clients,…",Posted30+ days ago,2022-05-05
381,new,Anthem,"Chicago, IL 60601 (Loop area)",N/A,"Requires an BA/BS degree in Information Technology, Computer Science or related field of study and a minimum of 5 years related experience with JAVA, multi…",PostedJust posted,2022-05-05
382,Front End Full Stack Developer,Amerisave Mortgage Corporation,"Chicago, IL+1 location",N/A,"Comfortable working with version control systems like Git and must be comfortable working in a cloud native deployment environment.
$10,000 Sign On Bonus *.",Posted30+ days ago,2022-05-05
383,Web Developer,Fortinet,"Chicago, IL",Estimated $74.5K - $94.3K a year,"Good communication (written and verbal) with technical engineers.
This person will participate in the development and maintenance of web-based applications for…",Posted30+ days ago,2022-05-05
384,Software Developer,Phillip Capital,"Chicago, IL",Estimated $97.8K - $124K a year,"Member and its business partners to process day-to-day activities like Contract Processing,.
Of the Back Office application that provides in-depth features…",Posted30+ days ago,2022-05-05
385,Software Engineering Manager 1,Northrop Grumman,"Rolling Meadows, IL 60008",N/A,"The candidate will have 75% technical responsibilities: develop, modify and maintain real time embedded software test solutions using DevOps engineering best…",Posted9 days ago,2022-05-05
386,Software Quality Engineer,Workfully,"Chicago, IL 60604 (Loop area)",Estimated $91.3K - $116K a year,"Experience organizing, implementing, refining, and executing testing processes using some of the following: Automation frameworks/tools (Selenium WebDriver…",Posted30 days ago,2022-05-05
387,"Developer, Frontend","Swap.com, Inc.","Remote in Bolingbrook, IL 60440",Estimated $81K - $103K a year,"You can navigate project management tools such as Kanban boards to manage your day to day efforts.
You’ve worked on E-commerce or CMS platforms and have a grasp…",Posted30+ days ago,2022-05-05
388,new,"Redbox Automated Retail, LLC / RBX","Chicago, IL 60601 (Loop area)",Estimated $122K - $154K a year,"Solve complex business needs with high volume, low latency software built on a modern cloud platform.
Net shop and are fully embracing the latest .",Posted1 day ago,2022-05-05
389,Machine Learning Engineer,Northwestern Medicine,"Chicago, IL 60611 (Near North Side area)+1 location",N/A,"Experience with hardware programming (embedded C, CUDA, Verilog/VHDL).
Building high performance data pipelines to connect systems (i.e. ADLS, SQL, Synapse,…",Posted30+ days ago,2022-05-05
390,DevOps Engineer II,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",N/A,"At least 5 years of experience in a technical engineering role, such as DevOps, release management, deployment engineering, site operations, technical…",Posted30+ days ago,2022-05-05
391,new,"JPMorgan Chase Bank, N.A.","Chicago, IL",N/A,"BS/BA degree or equivalent experience.
Ability to manage large scale technical release events.
Communicate technical issues and solution with precision and…",Posted2 days ago,2022-05-05
392,Staff Software Engineer,"Guidewire Software, Inc.","Remote in Chicago, IL",N/A,"Advocate for high-quality software by promoting test automation and thorough code reviews.
Latest cloud technologies (we heavily rely on Kubernetes, Docker, AWS…",Posted30+ days ago,2022-05-05
393,Android Software Engineer,Midtronics,"Willowbrook, IL 60527+1 location",N/A,"Working as a member of a cross-functional project team in a Scrum model to deliver quality software releases.
You will work with a cross functional project team…",Posted30+ days ago,2022-05-05
394,Junior C++ Developer - 5311,ION,"Chicago, IL",N/A,We are looking for entry-level software engineers with a can-do attitude who are passionate about solving complex problems to help us meet strong customer…,Posted30+ days ago,2022-05-05
395,Full-Stack Software Engineer – Application Development,Salesforce,"Remote in Chicago, IL 60654+3 locations",N/A,"You will be working with a group of world-class engineers to build the breakthrough features our customers will love, adopt and use while keeping our trusted…",Posted30+ days ago,2022-05-05
396,"Software Engineer, Front-end Focused",EAB,"Remote in Chicago, IL 60606",Estimated $83.4K - $106K a year,Self-start and steward your implementations through the software development process ensuring you champion the standards of the UX team in every development…,Posted23 days ago,2022-05-05
397,Software Engineer,Northwestern University,"Chicago, IL+1 location",N/A,"Writes maintainable code with extensive test coverage, working in a professional software engineering environment (with source control, dev/stage/prod release…",Posted30+ days ago,2022-05-05
398,"Director, Web Development",Dwibit,"Chicago, IL",Estimated $83.1K - $105K a year,The Director of Web Development is a leadership role and the ideal candidate should feel comfortable establishing scalable and sustainable development processes…,Posted30+ days ago,2022-05-05
399,Software Data Engineer (Remote),JLL,"Remote in Chicago, IL+2 locations",N/A,"Develop POCs to influence platform architects, product managers and software engineers to validate solution proposals and migrate.",Posted30+ days ago,2022-05-05
400,Specialist - Software Engineering,Larsen & Toubro Infotech Limited,"Chicago, IL",N/A,"Should possess application development experience in Java 8, Spring Framework, Spring Boot following industry recognized software development life cycle.",Posted30+ days ago,2022-05-05
401,new,"Redbox Automated Retail, LLC / RBX","Chicago, IL 60601 (Loop area)",Estimated $122K - $154K a year,"Solve complex business needs with high volume, low latency software built on a modern cloud platform.
Net shop and are fully embracing the latest .",Posted1 day ago,2022-05-05
402,Front end developer,John Deere,"Remote in Chicago, IL",N/A,"Troubleshooting, testing, and validating analytics implementations and through various testing tools to ensure high analytics data quality.",Posted13 days ago,2022-05-05
403,DevOps Engineer,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL+1 location",N/A,This position is responsible for assisting in: serving as a bridge between the development and operations functions; identifying the interdependencies and…,Posted30+ days ago,2022-05-05
404,Software Engineer II - Quality,Live Nation,"Rolling Meadows, IL",N/A,"This division is responsible for moving inventory between fan sellers and a wide variety of retail channels, 3rd party sellers, reporting and analytics.",Posted30+ days ago,2022-05-05
405,Junior Developer,Eagle Creek Software Services,"Gary, IN+1 location",Estimated $55.3K - $70.1K a year,"Computer-related coursework or experience.
NET, and Salesforce training with industry certification.
Great benefits package including health, vision, and dental…",Posted30+ days ago,2022-05-05
406,"Associate, Application Development",Morgan Stanley,"Chicago, IL",N/A,"Support software development cycle (SDLC) activities.
Develop and maintain trading systems and applications written in Java.",Posted30+ days ago,2022-05-05
407,C++ Senior Software Engineer,Citadel Securities,"Chicago, IL 60603 (The Loop area)+1 location",Estimated $116K - $147K a year,"A deep passion for technology and software development.
Design, develop, test, and deploy elegant software solutions across the firm.",Posted30+ days ago,2022-05-05
408,Senior Java Software Engineer - VMware Skyline - Opportunity...,VMware,"Chicago, IL+1 location",N/A,"Develop on-premise virtual appliance components in java, bash/shell, python.
As a fast-growing product, integrating vertically with other VMware products,…",Posted27 days ago,2022-05-05
409,Full Stack Engineer (Java) - Ecom Account and Checkout,Costco Wholesale,"Chicago, IL",N/A,"Conducts peer code reviews for the software changes made by other engineers within a team.
Collaborates with team members (e.g., Systems Architects, Systems…",Posted30+ days ago,2022-05-05
410,WordPress Developer,Easy IT Support,"Chicago, IL",Estimated $46.1K - $58.3K a year,"Must be very organized, punctual, and detail oriented.
Experience with PHP, JS, SCSS, Bootstrap, BeaverBuilder is a big plus.
Strong knowledge of HTML / CSS.",Posted30+ days ago,2022-05-05
411,Principal Software Engineer - C# - Remote,Donnelley Financial Solutions,"Remote in Chicago, IL 60601",N/A,"8-10 years of experience designing and building scalable data-driven software applications.
Product managers, other developers, SRE, junior engineers, senior…",Posted21 days ago,2022-05-05
412,"Software Engineer, Front-end Focused",EAB,"Remote in Chicago, IL 60606",Estimated $83.4K - $106K a year,Self-start and steward your implementations through the software development process ensuring you champion the standards of the UX team in every development…,Posted23 days ago,2022-05-05
413,IT professionals,DBMS Resources,"Downers Grove, IL 60515",Estimated $74.7K - $94.5K a year,"Java Developer with Java, J2EE, servlets, Oracle web services, Oracle SOA, PL/SQL, SQL, python, perl, javascript, HTML.",Posted30+ days ago,2022-05-05
414,Associate Data & Machine Learning Engineer,"Amazon Web Services, Inc.","Chicago, IL+1 location",N/A,"2+ years experiences developing cloud software services and an understanding of design for scalability, performance and reliability.",Posted30+ days ago,2022-05-05
415,new,Aledade,"Remote in Chicago, IL",Estimated $131K - $166K a year,"5 or more years experience as an engineer building full-stack web applications as part of a cross-functional team.
Bonus points if you also have:",Posted5 days ago,2022-05-05
416,new,Light & Wonder,"Hybrid remote in Chicago, IL",N/A,"Excellent written and oral communication skills.
As a result, certain L&W employees may, among other things, be required to obtain a gaming or other license(s),…",Posted2 days ago,2022-05-05
417,Senior Software Engineer Tech Talent Labs - HYBRID,University of Illinois at Chicago,"Chicago, IL 60607 (University Village - Little Italy area)",N/A,"Experience leading or mentoring software engineers.
8+ years’ experience developing software code for front-end and back-end, scalable technology platforms.",Posted28 days ago,2022-05-05
418,C++ IT Candidate,Lina HR,"Chicago, IL",Estimated $87.7K - $111K a year,"Documenting processes and maintaining software development records.
You will be determining the scope of software development projects, collaborating on the…",Posted30+ days ago,2022-05-05
419,Full Stack Engineer,Reverb,"Remote in Chicago, IL 60657",Estimated $111K - $141K a year,"Reverb offers compensation packages that include base, bonus, and equity in the form of Etsy restricted stock units.",Posted30+ days ago,2022-05-05
420,"Creative Technologist, Creative Shop Labs",Meta,"Chicago, IL 60606 (The Loop area)",N/A,"5+ years of experience in creative technology, or similar role.
Portfolio of projects that demonstrate your skills as a technologist/developer.",Posted30+ days ago,2022-05-05
421,new,Dealer Inspire,"Remote in Chicago, IL",Estimated $95.8K - $121K a year,"Develop quality, scalable, efficient software using Elixir, Phoenix, Kubernetes, and AWS.
Interested in full-stack, enterprise-level software development…",PostedToday,2022-05-05
422,new,WELLS FARGO BANK,"Chicago, IL+1 location",N/A,"Wells Fargo software engineering experience.
Make decisions in developing standard and companywide best practices for engineering and technology solutions…",Posted7 days ago,2022-05-05
423,Integration Engineer,Backstop Solutions Group LLC,"Remote in Chicago, IL 60606",Estimated $90.8K - $115K a year,"Additionally, the role will be a foundational position to evolve the engineering offering of the business line with key input on product roadmap, intra-team…",Posted26 days ago,2022-05-05
424,Full-Stack Engineer,Walker & Dunlop,"Chicago, IL 60606 (The Loop area)",Estimated $103K - $130K a year,"Experience using GitHub and solid understanding of software version control.
Familiarity with Jira or equivalent project management software.",Posted30+ days ago,2022-05-05
425,Software Engineer - Machine Learning,"Digital Diagnostics, Inc.","Remote in Chicago, IL",Estimated $136K - $172K a year,"Knowledge of the medical device/software development industry.
Participate in the development of the novel machine learning and computer vision algorithms which…",Posted8 days ago,2022-05-05
426,Software Engineer (REMOTE),KBX,"Remote in Lisle, IL 60532+1 location",N/A,"Ensuring delivery of technical solutions that meet the business outcomes, consistent with software development standards and best practices for a service…",Posted19 days ago,2022-05-05
427,Software Engineer,Amerisave Mortgage Corporation,"Chicago, IL",N/A,"Proficiency with at least one of the web backend technologies like Spring, ASP.net core, Express, Fastify etc.
$10,000 Sign On Bonus *.",Posted30+ days ago,2022-05-05
428,Cloud Engineer,"JPMorgan Chase Bank, N.A.","Chicago, IL+2 locations",N/A,"Broad experience with cloud adoption, including application readiness assessment, prototyping of new environments, server builds, data migration, performance…",Posted10 days ago,2022-05-05
429,new,Deloitte,"Chicago, IL 60606 (The Loop area)+1 location",N/A,"7+ years of software development experience in Python (required).
Experience with modern software development practices, leveraging CI/CD and containerization.",Posted4 days ago,2022-05-05
430,Front End Developer,Epsilon,"Chicago, IL 60601 (The Loop area)",N/A,"HTML/5, CSS/3, JavaScript (raw ES5/6, GSAP), Canvas experience is a plus.
3-5 years of experience in tech/agency/in-house environment.",Posted30+ days ago,2022-05-05
431,"Senior Software Engineer, C++",DRW Trading Group,"Chicago, IL+4 locations",Estimated $123K - $155K a year,Full life-cycle software development utilizing exotic hardware/software architectures for ultra-low latency trading systems.,Posted30+ days ago,2022-05-05
432,Systematic Trading Software Engineer,Chicago Trading Company (CTC),"Chicago, IL",Estimated $94.6K - $120K a year,"Understand the trade-off of a service-oriented system, and good at balancing between strategic vision for long term and tactical solution to meet business needs…",Posted30+ days ago,2022-05-05
433,Specialist - Software Engineering,Larsen & Toubro Infotech Limited,"Chicago, IL",N/A,"Should possess application development experience in Java 8, Spring Framework, Spring Boot following industry recognized software development life cycle.",Posted30+ days ago,2022-05-05
434,Software Engineer,Messina Group Consulting,"Remote in Chicago, IL 60645+1 location",Estimated $99.3K - $126K a year,"4 – 6 years of professional software development experience.
Working under the direction, and in collaboration with the lead developer, the Software Engineer…",Posted30+ days ago,2022-05-05
435,WEB DEVELOPER,Orbus Exhibit & Display Group,"Hybrid remote in Woodridge, IL 60517+1 location",Estimated $60.4K - $76.4K a year,"Experience with Git or other source control software.
2-5 min. years of experience.
_This is a full-time position, and we are flexible on remote/hybrid model._*…",Posted12 days ago,2022-05-05
436,Senior Software Developer - Motion Control Systems,Northwestern University,"Lemont, IL 60439",N/A,"5 years experience with motion control systems.
In addition, this is a very exciting time with the APS undergoing a major upgrade in April 2023 and LS-CAT needs…",EmployerActive 9 days ago,2022-05-05
437,WordPress Developer,M1 Holdings,"Chicago, IL",Estimated $79.2K - $100K a year,"3-5 years of HTML, CSS, JavaScript, and PHP experience.
We are looking for a passionate, motivated, and customer-centric full-stack engineer to join our…",Posted27 days ago,2022-05-05
438,new,New Relic,"Remote in Chicago, IL 60290+11 locations",N/A,"A passion for software development and sharing your knowledge with other engineers.
Collaborate virtually with a team of engineers to scope, design, and code…",Posted6 days ago,2022-05-05
439,new,S&S Activewear LLC,"Bolingbrook, IL 60440",Estimated $104K - $132K a year,"Six (6) years of hands-on software development experience using object-oriented languages including .
Lead the design and implementation of software solutions…",Posted5 days ago,2022-05-05
440,Software Development Engineer in Test (SDET),Reveal-Brainspace,"Chicago, IL 60606 (Loop area)",Estimated $85.8K - $109K a year,"Learn and stay current with best practices in the art of software testing.
Experience with software development and testing in a Linux/Unix environment is a…",Posted30+ days ago,2022-05-05
441,Senior Software Engineer - .Net - Remote,Donnelley Financial Solutions,"Remote in Chicago, IL 60601+2 locations",N/A,"At least 6 years of experience designing and building scalable data-driven software applications.
Product managers, other developers, SRE, junior engineers,…",Posted12 days ago,2022-05-05
442,Software Developer - Node.js & C#,Photon,"Chicago, IL 60630 (Gladstone Park area)",Estimated $78.1K - $98.9K a year,"Experience using/troubleshooting the following at a software development level.
Experience creating and troubleshooting native Windows applications.",Posted13 days ago,2022-05-05
443,Senior Fullstack Software Engineer - Maps (Remote Available),Uber,"Remote in Chicago, IL 60601",N/A,"Experience working with web application development frameworks such as React, NodeJS, or similar.
Collaborates with stakeholders within the team to build and…",Posted18 days ago,2022-05-05
444,new,Comcentric,"Remote in Chicago, IL",Estimated $95.9K - $121K a year,"Bachelor’s Degree with 5 + years of experience as Developer or SDET.
Drive the strategy for testability of the product with understanding of customer usage…",PostedJust posted,2022-05-05
445,Software Engineer,ActiveCampaign,"Chicago, IL 60602 (The Loop area)",Estimated $114K - $144K a year,"Mentor and grow fellow engineers.
Experience with other object oriented languages a plus.
In addition to developing security features for our customers, you…",Posted30+ days ago,2022-05-05
446,Backend Engineer,Numerator,"Remote in Chicago, IL",N/A,"Eager to expand your knowledge and abilities in python and cloud-based technologies.
Expertise with big data, analytics, and personalization.",Posted30+ days ago,2022-05-05
447,Java Technical Lead - 4252972,Accenture,"Chicago, IL+1 location",N/A,"Minimum 5 years' of experience in Java Spring Boot framework.
Minimum 5 years of experience with Angular.
Minimum 5 years' of experience in building containers…",Posted20 days ago,2022-05-05
448,Python Developer,Aquatic Capital Management,"Remote in Chicago, IL",Estimated $99.5K - $126K a year,"In this role, you will work with quantitative researchers and software engineers to improve the capabilities of our primary trading strategy workflow and…",Posted15 days ago,2022-05-05
449,Software Developer,Proven Business Systems LLC,"Tinley Park, IL 60487",Estimated $77K - $97.6K a year,"Preferred 2+ years of experience in software development/engineering (hosted/cloud applications, web applications).",Posted30+ days ago,2022-05-05
450,Full-Stack Software Engineer – Application Development,Salesforce,"Remote in Chicago, IL 60654+3 locations",N/A,"You will be working with a group of world-class engineers to build the breakthrough features our customers will love, adopt and use while keeping our trusted…",Posted30+ days ago,2022-05-05
451,AWS Software Engineer - Remote Role,Northern Trust Corp.,"Remote in Chicago, IL 60603+6 locations",N/A,"This role will be building cloud native solutions to support a variety of applications.
Can construct queries and stored procedures for backend databases.",Posted30+ days ago,2022-05-05
452,Software Engineer,CSC (Corporation Service Company),"Temporarily Remote in Chicago, IL 60632",N/A,"Penchant and passion for software product development.
At least 3 years of software design and development experience.",Posted30+ days ago,2022-05-05
453,Senior .Net Developer /Analyst (FT and/or Contract to Hire),Discharge 1-2-3,"Schaumburg, IL 60173",Estimated $99.5K - $126K a year,"10 years of software development work experience.
Robust experience utilizing version control systems such as Vault, Team Foundation Server, or Subversion.",Posted30+ days ago,2022-05-05
454,Salesforce Developer - Remote,Donnelley Financial Solutions,"Remote in Chicago, IL 60601",N/A,This person must demonstrate an understanding of software engineering concepts and be responsible for working on full lifecycle engineering efforts using Agile…,Posted22 days ago,2022-05-05
455,Sr Software Engineer,Vacasa,"Remote in Chicago, IL",N/A,Utilize your strong Python programming skills and deep knowledge of cloud services to implement highly scalable and reliable solutions.,Posted30+ days ago,2022-05-05
456,Application Developer - Document Management (OnBase),Rush University Medical Center,"Hybrid remote in Chicago, IL 60612+1 location",N/A,"Experience with ServiceNow or similar incident managing software.
Exemplifies the Rush mission, vision and ICARE values and acts in accordance with Rush…",Posted30+ days ago,2022-05-05
457,new,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)+1 location",N/A,"At least 5 years software development / coding experience.
Experience delivering production ready software.
Experience working in a cross-functional, enterprise…",Posted1 day ago,2022-05-05
458,Senior Software Engineer,Light & Wonder,"Chicago, IL",Estimated $118K - $149K a year,"Senior Software Development Engineer: Plans, designs, develops and tests software systems or applications for software enhancements and new products.",Posted30 days ago,2022-05-05
459,Senior Software Engineer (Full Stack),The Obama Foundation,"Remote in Chicago, IL",Estimated $123K - $156K a year,"3-5 years experience or more with NodeJS, Python, Elixir, Sveltekit, or similar full stack development environments and toolsets.",Posted30+ days ago,2022-05-05
460,Front End (CMS) Developer,fjorge,"Chicago, IL 60607 (Near West Side area)+1 location",Estimated $67.5K - $85.5K a year,"2-5 years of relevant development experience.
Experience with Git or other version control systems.
Develop visually accurate user-driven websites from design,…",Posted30+ days ago,2022-05-05
461,Junior/Middle .NET Developer,Velvetech,"Remote in Northbrook, IL 60062+1 location",Estimated $75.8K - $96K a year,"Most of the systems are designed for cloud infrastructures like AWS, Azure, GCP, and heavily rely on Docker, Kubernetes while modern CI/CD is made using GitLab…",Posted30+ days ago,2022-05-05
462,Contract Senior Full-stack Web Developer,CTG Consulting Group,"Chicago, IL 60606 (Loop area)",N/A,"Minimum of five+ years’ work experience in software engineering.
Excellent organizational and project management skills.",Posted30+ days ago,2022-05-05
463,Senior Software Engineer (C#),Polaris7,"Remote in Chicago, IL 60614",Estimated $119K - $150K a year,"Develop and implement integrations and application enhancements that meet client needs.
Conduct technology research develop software component specifications,…",Posted30+ days ago,2022-05-05
464,QA Automation Engineer (Remote),Built In,"Chicago, IL",Estimated $93.6K - $119K a year,"Advocate for testable and functional software designs to enable quality design principles.
5+ years of software testing experience in a QA automation or QA…",Posted30+ days ago,2022-05-05
465,Sr. Software Engineer,SPX,"Elk Grove Village, IL 60007+1 location",Estimated $97.8K - $124K a year,Bachelor’s degree in electrical or computer engineering or similar with 5 years of experience with embedded systems development.,Posted30+ days ago,2022-05-05
466,Solutions Integration Engineer,IBM,"Chicago, IL 60290",N/A,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",Posted14 days ago,2022-05-05
467,C++ Programmer,American Institute of Computers,"Chicago, IL 60607 (Near West Side area)",Estimated $85.3K - $108K a year,"Requirements: Programmer with 2 years development experience.
Exp with Visual Studio is a plus.",Posted30+ days ago,2022-05-05
468,Lead Software Engineer,Coretelligent,"Remote in Chicago, IL 60602",Estimated $102K - $130K a year,"Evaluate new products and technologies to meet business needs.
Public cloud management (Azure preferred).
That's why we provide competitive compensation and…",Posted30+ days ago,2022-05-05
469,"Manager, QA Lead Engineer (Chicago/Hybrid)",Feeding America,"Chicago, IL 60601 (Loop area)",N/A,Excellent written and oral communication skills; ability to distill complex business analysis and specifications and communicate complex ideas clearly.,Posted30+ days ago,2022-05-05
470,new,Broadcom,"Lisle, IL+2 locations",Estimated $102K - $129K a year,"Producing, testing and debugging software solutions.
Develop high-quality software design and architecture.
The individual and team goal will be to develop high…",Posted6 days ago,2022-05-05
471,Senior Associate Software Engineer– Advisory Data Organizati...,KPMG,"Chicago, IL 60601 (The Loop area)+2 locations",N/A,"Bachelor's degree or higher from an accredited college/university in Computer Science, Mathematics, Computer Engineering, Statistics or a similar field.",Posted30+ days ago,2022-05-05
472,Embedded Software Engineer (CT),"CANON MEDICAL RESEARCH USA, INC","Chicago, IL",N/A,The Embedded Software Engineer will work with a team to design and implement high quality embedded software for large medical devices from requirements to…,Posted30+ days ago,2022-05-05
473,Technology Back End Development Co-Op,Peapod Digital Labs,"Chicago, IL 60290",N/A,"We offer a great variety of benefits and perks to our employees, including: great health care options, including PPO and HSA plans (with company contributions),…",Posted30+ days ago,2022-05-05
474,Test Automation Engineer,Concurrency,"Chicago, IL",Estimated $82.1K - $104K a year,"Participate in the design and definition project phases, to ensure full understanding of client requirements prepared by the project team.",Posted27 days ago,2022-05-05
475,Senior Software Engineer,iRhythm Technologies,"Remote in Chicago, IL",N/A,"Fostering a strong software engineer environment through code reviews and unit tests.
6+ years of Java, object oriented programming and software engineering.",Posted30+ days ago,2022-05-05
476,Business Intelligence Developer- Remote,PREMISE HEALTH,"Remote in Chicago, IL",N/A,"Assist with performance tuning of database schemas, stored procedures, etc.
Ability to create, debug, and modify complex SQL stored procedures, views, and…",Posted30+ days ago,2022-05-05
477,Lead Producer - New Game,Zynga,"Temporarily Remote in Chicago, IL+1 location",N/A,"Must have shipped at least one game and/or been involved with one project through a complete development cycle.
Writes internal documentation as necessary.",Posted30+ days ago,2022-05-05
478,Mobile Software Engineer - iOS (Swift),Doximity,"Remote in Chicago, IL",N/A,"You have professional experience developing software for the iOS platform.
You have a strong software engineering background with understanding of computer…",Posted23 days ago,2022-05-05
479,new,"JPMorgan Chase Bank, N.A.","Chicago, IL+7 locations",N/A,"Hands on experience in data analytics tools like Adobe analytics, banana.
Understanding of software skills such as business analysis, development, maintenance,…",Posted1 day ago,2022-05-05
480,Front-End Software Engineer,Fitch Group,"Chicago, IL+3 locations",Estimated $81.7K - $103K a year,"Experience in GraphQL schema design, implementation and client side usage, preferably using Apollo.
Familiarity with website analytics tools, such as Google…",Posted30+ days ago,2022-05-05
481,"React Engineer - Remote, Full-Time",Bluelight Consulting,"Remote in Chicago, IL",Estimated $109K - $138K a year,"3+ years of professional software development experience.
As an engineer at Bluelight Consulting you will help our incredible clients achieve their technical…",Posted30+ days ago,2022-05-05
482,Java Developer,Northern Trust Corp.,"Chicago, IL 60603 (The Loop area)+2 locations",N/A,"Contractor’s Role: As a developer, the person will lead and develop on proprietary software applications, champion new technologies and best practices, manage…",Posted13 days ago,2022-05-05
483,Software Engineer,iAOS Solutions,"Warrenville, IL",Estimated $95.2K - $121K a year,"Position requires a Bachelor’s degree, or foreign equivalent, in Computer Science, Computer Information Systems, or a closely related field of study, plus 5…",Posted30+ days ago,2022-05-05
484,Program Manager Omnichannel Product & Digital Solution Devel...,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",N/A,"Implements on a program plan based on strategic solutions and ensure excellence in day-to-day operations.
Experience managing software development projects.",Posted30+ days ago,2022-05-05
485,Front-End Developer (REMOTE),StoneX Group Inc. US,"Remote in Chicago, IL",Estimated $103K - $131K a year,"Work side-by-side with the product design team to define a library of optimized components.
Knowledge of server-side configuration and deployment (IIS, TeamCity…",Posted30+ days ago,2022-05-05
486,new,"JPMorgan Chase Bank, N.A.","Chicago, IL",N/A,"Keen understanding of financial control and budget management.
Experience in cloud technologies such as AWS and Cloud Foundry is a plus.",Posted1 day ago,2022-05-05
487,Software Engineer,CACI,"Lisle, IL 60532",N/A,"You will demonstrate breadth and flexibility by contributing at various levels of software development from infrastructure through application, including full…",Posted30+ days ago,2022-05-05
488,new,HirexHire,"Chicago, IL 60007",Estimated $107K - $136K a year,"Their engineers also look to adopt modern technologies to solve our business challenges.
Add new features and maintain an existing codebase while learning a…",Posted2 days ago,2022-05-05
489,DevOps Engineer,Cognizant Technology Solutions,"Remote in Naperville, IL",N/A,As a DevOps Engineer at Cognizant you will be responsible for assisting in: serving as a bridge between the development and operations functions; identifying…,Posted24 days ago,2022-05-05
490,Expert Software Engineer - Remote,Practice Fusion,"Remote in Chicago, IL",Estimated $95.8K - $121K a year,"Version control and continuous integration.
Author SQL Server database schemas and stored procedures.
Advocate for the right tools for the task at hand.",Posted30+ days ago,2022-05-05
491,Cloud Software Engineer,John Deere,"Hybrid remote in Chicago, IL",N/A,"2+ years of experience cloud development within Amazon Web Services (AWS) platform or similar technologies.
Specialize in working on cloud computing systems and…",Posted30+ days ago,2022-05-05
492,Database Developer,Deloitte,"Hybrid remote in Chicago, IL 60606",N/A,"Minimum of 5 years of relevant work experience.
Create user interfaces that meet Deloitte standards.
We identify new and emerging risks that might impact the…",Posted30+ days ago,2022-05-05
493,new,Mandiant,"Remote in Chicago, IL",N/A,"Updating existing aspects of the data and analytics capabilities in the platform.
Experience with Amazon Web Services (or similar e.g., Google Cloud Platform,…",Posted1 day ago,2022-05-05
494,Jr. Java Developer,Cognizant Technology Solutions,"Remote in Naperville, IL",N/A,"Git, TFS or other similar source control tools.
As a software engineer, you will be primarily responsible for analyzing requirements, writing and testing code,…",Posted29 days ago,2022-05-05
495,Database Developer,Deloitte,"Hybrid remote in Chicago, IL 60606",N/A,"Minimum of 5 years of relevant work experience.
Create user interfaces that meet Deloitte standards.
We identify new and emerging risks that might impact the…",Posted30+ days ago,2022-05-05
496,new,Mandiant,"Remote in Chicago, IL",N/A,"Updating existing aspects of the data and analytics capabilities in the platform.
Experience with Amazon Web Services (or similar e.g., Google Cloud Platform,…",Posted1 day ago,2022-05-05
497,Jr. Java Developer,Cognizant Technology Solutions,"Remote in Naperville, IL",N/A,"Git, TFS or other similar source control tools.
As a software engineer, you will be primarily responsible for analyzing requirements, writing and testing code,…",Posted29 days ago,2022-05-05
498,Senior Software Engineer,Harris Associates,"Chicago, IL 60606 (The Loop area)",Estimated $103K - $130K a year,Partner with stakeholders on efforts to modernize and transform our platforms to leverage cloud-native solutions to democratize technology & data across the…,Posted30+ days ago,2022-05-05
499,new,NICE,"Chicago, IL",Estimated $113K - $142K a year,"Review implementations of less experienced engineers.
Provide, document, and review component-level software designs consistent with product requirements,…",Posted7 days ago,2022-05-05
500,Senior Software Developer,Computer Information Systems,"Skokie, IL 60077",Estimated $95.3K - $121K a year,"Experience with manual software testing.
Experience with automated software testing.
Experience with Agile software development methodologies.",Posted30+ days ago,2022-05-05
501,React Developer | Weldonit,Weldonit,"Chicago, IL",Estimated $90.5K - $115K a year,"A robust benefit plan that contains everything you would expect and a whole lot more to support families including: fertility benefits, support for adoption and…",Posted30+ days ago,2022-05-05
502,Software Engineer,Denim Social,"Chicago, IL",Estimated $115K - $146K a year,"Help us build a world-class software and stronger customer relationships.
Denim Social is a social media management software company that provides tools to…",Posted12 days ago,2022-05-05
503,new,Zynga,"Remote in Chicago, IL+6 locations",N/A,"6+ Years game industry / mobile app experience as a software developer.
Help to mentor other engineers.
Solid foundation in data structures, algorithms and…",PostedToday,2022-05-05
504,Sr. Software Development Engineer,Amazon.com Services LLC,"Chicago, IL+5 locations",N/A,"4+ years of professional software development experience.
3+ years of programming experience with at least one modern language such as Java, C++, or C#…",Posted30+ days ago,2022-05-05
