,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
244,Product Data Analyst- Panoply by SQream,SQream Technologies,"New York, NY",Estimated $90K - $114K a year,"From extracting the data (data sources), modeling processes and ingesting the data into the warehouses.
1+ years of data engineering.",Posted30+ days ago,2022-05-05
245,Business Analyst,New York University,"New York, NY 10012 (Greenwich Village area)",N/A,"This position oversees the management of data integrity, provides training, and creates documentation.
Ability to diagnose & troubleshoot system errors with…",Posted30+ days ago,2022-05-05
246,Marketing Data Analyst,Success Academy,"New York, NY 10005 (Financial District area)+1 location",Estimated $83K - $105K a year,"3+ years of experience in a marketing data analytics role.
Familiar with pulling data from third party sources including Facebook, Google.",Posted30+ days ago,2022-05-05
247,Data Analyst,Transatlantic Reinsurance Co.,"New York, NY",Estimated $68.9K - $87.3K a year,"Experience with big datasets, reporting and data visualization skills.
In supporting this growth, the Data Analyst’s goal is to create tools and use their…",Posted30+ days ago,2022-05-05
248,Data Analyst,Plug Power Inc,"Latham, NY 12110",Estimated $64.6K - $81.8K a year,"You will be responsible for Power BI development and administration, building data models and transforming data for Business Intelligence.",Posted30+ days ago,2022-05-05
249,Business Intelligence (BI) Analyst,Morgan Stanley,"New York, NY",N/A,"Deft navigation of data challenges: procurement, cleaning, transforming, and ingesting.
Work alongside a global squad of data and analytics experts, operating…",Posted30+ days ago,2022-05-05
250,Analyst (Freelance),MediaCom,"New York, NY 10007 (Financial District area)",N/A,"Knowledge of visual techniques for data analysis and presentation.
Analyze data and generate graphics and insights for use in client presentations.",Posted30+ days ago,2022-05-05
251,new,Cognizant,"New York, NY+3 locations",N/A,"Compare input from various sources to draw insightful conclusions.
Demonstrate skills with business and technology concepts, data management and decision…",Posted3 days ago,2022-05-05
252,Senior Analyst-Business Intelligence,AT&T,"New York, NY",N/A,"Experience with data visualization and using data to tell a story.
Help to build Business intelligence infrastructure/technical projects with data engineering…",Posted30+ days ago,2022-05-05
253,Data Science Analyst,Macy’s,"New York, NY 10001 (Chelsea area)",N/A,"2+ years of experience using data to develop business insights and recommendations.
Strong Organizational skills and attention to detail.",Posted30+ days ago,2022-05-05
254,"Marketing Analyst, Enterprise and Education, Platforms and E...",Google,"New York, NY (Chelsea area)",N/A,"5 years of experience in analytics within B2B environments, designing experiments, measuring campaigns, and identifying optimization opportunities, or…",Posted30+ days ago,2022-05-05
255,Senior Analyst,NYC Careers,"Manhattan, NY 10007 (Financial District area)",N/A,"Familiarity with administrative data systems and survey data.
Reporting to the Deputy Director of Analytics and Reporting, the Data Analyst will: • Conduct…",Posted30+ days ago,2022-05-05
256,Business Analyst - Remote,IQVIA,"Remote in New York, NY",N/A,"Thorough knowledge of IQVIA data and current systems.
Under direct supervision, assists in providing systems support in developing and enhancing business…",Posted30+ days ago,2022-05-05
257,Data Analyst Lead,frog,"New York, NY",Estimated $99.5K - $126K a year,"Provides extensive troubleshooting and technical expertise in identifying data issues that impact data metrics.
Must have 5 years of related experience.",Posted30+ days ago,2022-05-05
258,Business Analyst-Strategic Planning,Amex,"New York, NY+2 locations",N/A,"Data Guardian: Act as data point person for the team, owning all investment-related data, as well as its collection, to ensure accurate aggregation and analysis…",Posted11 days ago,2022-05-05
259,Financial Data Analyst,ZM Financial Systems,"New York, NY",N/A,Regularly interact with Moody’s ratings analysts regarding financial and operational data needed for analysis and publications.,Posted8 days ago,2022-05-05
260,Staff Business Data Analyst,Intuit,"New York, NY 10012",N/A,"3-5 years of experience managing data analysts with a proven track record of developing successful analysts.
This role will partner closely with data scientists…",Posted30+ days ago,2022-05-05
261,new,Morgan Stanley,"New York, NY",N/A,"Basic knowledge in modern data mining, quantitative research, and data science techniques.
Our group partners closely with stakeholders at all levels within the…",Posted5 days ago,2022-05-05
262,Forecasting Analyst,Insider Intelligence,"Remote in New York, NY",Estimated $76.2K - $96.4K a year,"Experience using Excel to analyze data.
Experienced in quantitative and qualitative data analysis with an innate curiosity around consumer behavior and…",Posted8 days ago,2022-05-05
263,EMPI Data Integrity Analyst,Stony Brook Medicine,"Commack, NY",Estimated $60.1K - $76.1K a year,"Experience in preparing meaningful statistical data reporting.
Demonstrated experience with statistical data collection to support trend reporting.",Posted8 days ago,2022-05-05
264,Crime Analyst,Rochester Institute of Technology,"Rochester, NY 14623+1 location",Estimated $52.9K - $66.9K a year,"Collect, compile, validate, interpret and analyze data and trends using standard practices and techniques of crime and/or law enforcement intelligence analysis.",Posted29 days ago,2022-05-05
265,BUSINESS ANALYST,NYC Careers,"Manhattan, NY 10001 (Chelsea area)",N/A,"Proficiency running back-end/database queries for data analysis (DB2 on Mainframe or Microsoft Access).
Coordinate with external business partners and City…",Posted12 days ago,2022-05-05
266,"Senior, Data Analyst",Bloomingdale’s,"Long Island City, NY 11101",N/A,"Demonstrated track record of proficiency working in advanced analytics (3-5 years minimum).
Experience in leveraging data cleaning, transformation, analytics…",Posted13 days ago,2022-05-05
267,Marketing Data Analyst,Bethpage Federal Credit Union,"Bethpage, NY 11714",Estimated $59K - $74.8K a year,"3 - 5 years: Database Management/ Direct Marketing, working knowledge of Raddon Integrator Advance and Claritas P$ycle segmentation preferred.",Posted30+ days ago,2022-05-05
268,Data Analyst,Rendr,"New York, NY 10013 (Chinatown area)",N/A,"Internal financial and utilization data.
Experience working with healthcare-specific datasets (clinical data, billing and collections data, payer claims data)…",Posted30+ days ago,2022-05-05
269,Junior Business Analyst,Taro Pharmaceutical USA Inc,"Hawthorne, NY 10532+1 location",Estimated $55.3K - $70.1K a year,"Insure maintenance of all competitive data.
Liaison between IT and P&C to ensure data function of Grid.
Perform evaluations for third party chargeback data to…",Posted30+ days ago,2022-05-05
270,"Security and Abuse Data Analyst, Trust and Safety",Google,"New York, NY (Chelsea area)",N/A,"3 years of work experience in a related field of Ad security and quality control, Ad Operations, Programmatic buying, Analytics or Consulting.",Posted30+ days ago,2022-05-05
271,Data Analyst,Public Health Solutions,"Long Island City, NY",Estimated $57.3K - $72.5K a year,"Analyze data from the surveillance registries, electronic medical records, and non-traditional data sources.
Respond to data requests from internal and external…",Posted30 days ago,2022-05-05
272,Digital Data Analyst,PMC,"New York, NY 10017 (Murray Hill area)",Estimated $73.6K - $93.2K a year,"3 years of experience in reporting and data analytics- experience in digital media, digital advertising, and/or content publishing is a big plus.",Posted30+ days ago,2022-05-05
273,"Child Safety Business Intelligence Analyst, Trust and Safety",Google,"New York, NY (Chelsea area)",N/A,"Consult with users or cross-functional decision-makers to identify data sources, required data elements, or data validation standards.",Posted30+ days ago,2022-05-05
274,Senior Data Analyst,Eko,"New York, NY",Estimated $87.7K - $111K a year,"Proficiency with SQL, data visualization software, and huge data sets.
At least 4 years of experience in an analyst role in the digital space.",Posted21 days ago,2022-05-05
275,Construction Industry Data Analysts,DACK Consulting Solutions,"White Plains, NY 10601",Estimated $52.7K - $66.7K a year,"Doing in depth analytics in SQL on construction data.
Looking at complex data sets in order to find strategic information to help an agency determine trends in…",Posted30+ days ago,2022-05-05
276,new,Versant Health,"Remote in Albany, NY",Estimated $59K - $74.6K a year,Create and present data analysis to management team using data from web applications and other offline data sources.,Posted2 days ago,2022-05-05
277,Senior Data and Policy Analyst,NYC Careers,"Manhattan, NY 10007 (Financial District area)",N/A,"Supervise the Policy Unit’s data analytics staff’s data portfolio and professional development;
Well versed in econometrics, statistical analysis, merging…",Posted30+ days ago,2022-05-05
278,Business Intelligence Analyst,Polar Air Cargo,"New York, NY 10277 (Battery Park area)",Estimated $77.3K - $97.9K a year,"Knowledge in BI data visualization and analytical tools.
As a Business Intelligence Analyst, you will be an intersection of data, and business strategy building…",Posted28 days ago,2022-05-05
279,Senior Data Analyst,Movado,"New York, NY",Estimated $94K - $119K a year,"Support data lake management to enrich data sources and develop business applications.
3+ years of data analytics experience.",Posted30+ days ago,2022-05-05
280,Data Validation Analyst,Independent Health,"Williamsville, NY 14221",Estimated $50.3K - $63.7K a year,"Identify problematic areas with the data and research to determine the best course of action to correct the data.
High school diploma or GED required.",Posted30+ days ago,2022-05-05
281,Research Data and Statistical Analyst,Hospital for Special Surgery,"New York, NY 10021 (Upper East Side area)",Estimated $57.2K - $72.4K a year,Review study proposals to determine data requirements and assist with development of data collection and/or data extraction plans to optimize data quality and…,Posted30+ days ago,2022-05-05
282,Lead Data Analyst,EmblemHealth,"New York, NY+1 location",N/A,"5 - 8 years of relevant experience in Data Analysis for Operations required.
Serve as a liaison with peers in other departments to ensure data accuracy.",Posted14 days ago,2022-05-05
283,new,Memorial Sloan Kettering Cancer Center,"Hybrid remote in New York, NY 10017",N/A,Works with end users to gather and understand reporting/data requirements and delivers reporting/data requests in a timely fashion.,Posted4 days ago,2022-05-05
284,Business Analyst - Junior Level,Bartlett Dairy Inc,"Jamaica, NY 11432",Estimated $50.4K - $63.8K a year,"The business analyst role has the responsibility to work with business leaders to achieve data driven goals.
Gain an understanding of business process and help…",Posted30+ days ago,2022-05-05
285,"Senior Business Intelligence Analyst, Personalization",Spotify,"Remote in New York, NY+1 location",Estimated $107K - $135K a year,"Develop and articulate data stories and show them to your stakeholders.
Crafting effective intelligent benchmarks, understanding performance, caring about data…",Posted30+ days ago,2022-05-05
286,new,NYU Langone,"New York, NY+3 locations",N/A,"Requires 2-5 years of relevant experience and BA/BS Degree or equivalent.
Candidate is a self-motivated, detail-oriented, problem solver.",Posted7 days ago,2022-05-05
287,Entity Data Analyst NY,Fitch Group,"New York, NY+1 location",Estimated $77K - $97.4K a year,Evaluate and recommend data definition standards to be deployed across Fitch Group for Entity data usage and interpretation.,Posted30+ days ago,2022-05-05
288,Senior Associate - Global Investment Data Analyst - Brooklyn...,"JPMorgan Chase Bank, N.A.","Brooklyn, NY",N/A,Partner with Technology and the Data Architecture team on design of data models and strategic data interfaces.,Posted27 days ago,2022-05-05
289,Business Analyst,Baldwin Risk Partners,"Latham, NY",Estimated $61K - $77.2K a year,"Investigate and address data anomalies and process gaps to troubleshoot data inconsistencies; implement solutions.
Comprehension of SQL and data modeling.",Posted14 days ago,2022-05-05
290,"Data Analytics Analyst, Technology and Analytics",BRE Hotels & Resorts,"Hybrid remote in New York, NY",Estimated $56.8K - $72K a year,"Identify gaps in data and suggest requirements to document/drive data insight.
Experience with Python able to write complex data queries and transform data from…",Posted30+ days ago,2022-05-05
291,Marketing Data Analyst,Bethpage Federal Credit Union,"Bethpage, NY 11714",Estimated $59K - $74.8K a year,"3 - 5 years: Database Management/ Direct Marketing, working knowledge of Raddon Integrator Advance and Claritas P$ycle segmentation preferred.",Posted30+ days ago,2022-05-05
292,Market Data Analyst 2022-04,Jordan & Jordan,"New York, NY 10005 (Financial District area)+2 locations",Estimated $71.2K - $90.2K a year,"3-5+ years’ experience in a market data analyst role.
Ability to handle ad-hoc data related projects.
Hands on experience working with various market data users…",Posted23 days ago,2022-05-05
293,Data Analyst,"Office of the District Attorney, Bronx County","Bronx, NY",Estimated $45.2K - $57.2K a year,"A baccalaure degree, from an accredited college or high school diploma and a minimum of five (5) years of relevant experience.",Posted30+ days ago,2022-05-05
294,Custody Middle Office - Strategy & Business Analysis,"JPMorgan Chase Bank, N.A.","Brooklyn, NY",N/A,The role focuses specifically on Custody Middle Office Strategy & business analysis needs for Custody business & Middle office strategic initiatives.,Posted11 days ago,2022-05-05
295,Lead Workforce Intelligence Analyst - Data Scientist,Northwell Health,"Lake Success, NY",N/A,"5-7 years of relevant experience and progressive experience where team leadership was demonstrated, required.
Collaborates with HR Areas (Total Rewards, Talent,…",Posted30+ days ago,2022-05-05
296,Associate Customer Operations Analyst,PSEG,"Melville, NY+1 location",N/A,"Analyze data to assess customer satisfaction and adjust local procedures.
Employment Type: Non-exempt Full Time.
Must be proficient in Word and Excel.",Posted10 days ago,2022-05-05
297,Data Scientist (Product Analyst),Cedar Inc,"New York, NY",N/A,"Build dashboards and visualizations to democratize data insights.
An analytical attitude and passion for finding opportunities and insights within data.",Posted30+ days ago,2022-05-05
298,Data Analyst / Scientist,UBS,"New York, NY",Estimated $109K - $138K a year,"Keen to combine your business knowledge with a technical data analyst/scientist role.
Ideally 5+ years of experience working as a data analyst / scientist;…",Posted27 days ago,2022-05-05
299,Senior Data Analyst,Rochester Institute of Technology,"Rochester, NY 14623",Estimated $96.6K - $122K a year,"5+ years of professional data analytics experience.
Demonstrated experience in querying, cleaning and transforming large data sets.",Posted9 days ago,2022-05-05
300,Business Analyst (Fully Remote),Precision Medicine Group,"Remote in New York, NY",Estimated $83.1K - $105K a year,"Any data provided as a part of this application will be stored in accordance with our Privacy Policy.
The role will predominately focus on gathering and…",Posted30+ days ago,2022-05-05
301,Data Analyst,Luxottica,"Port Washington, NY 11050+2 locations",N/A,"Elaborate reporting on data/ops related metrics.
EDI, sales, inventory data and invoicing flow.
Daily, they are responsible for managing data and support…",Posted30+ days ago,2022-05-05
302,Data Analyst – Data Intelligence Gateway (DIG),Alvarez & Marsal,"New York, NY",Estimated $77.8K - $98.4K a year,Create customized dashboards that turn DIG data into actionable insights that enable private equity professionals to filter and sort through the data to…,Posted30+ days ago,2022-05-05
303,Data Analyst III - Remote,Centene Corporation,"Remote in New York, NY+1 location",N/A,"Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools.
Provide advanced analytical support for business operations in all or…",Posted16 days ago,2022-05-05
304,Data Governance Analyst,New York Power Authority,"White Plains, NY 10601",Estimated $73.3K - $92.9K a year,"Experience with data governance tools preferred (technical and business metadata, data quality, data profiling, and data lineage).",Posted20 days ago,2022-05-05
305,NGS Data Analyst,Regeneron,"Tarrytown, NY 10591+1 location",N/A,"Facilitate acquisition and cataloging data from approved external data sources.
Support the efforts on generating data freezes of WES, WGS, and other data by…",Posted30+ days ago,2022-05-05
306,Senior Data Analyst - Remote,DarioHealth,Remote in New York State,Estimated $98.5K - $125K a year,"BA/BS or equivalent related experience in statistics, data analysis, data mining.
Design and develop data visualization (Tableau).",Posted30+ days ago,2022-05-05
307,new,"Arrow Electronics, Inc.","Hybrid remote in Purchase, NY 10577",N/A,"Minimum 1 - 3 years data/database administration experience with experience in the electronics industry preferred.
Strong research and problem-solving skills.",Posted1 day ago,2022-05-05
308,"Data, Accountancy, and Policy Analyst",International Federation of Accountants,"New York, NY 10017 (Midtown area)",Estimated $76.4K - $96.8K a year,"Four-year, Bachelor’s degree or equivalent required (graduate degree a plus) with minimum of 5-7 years relevant work experience at a large public accounting…",Posted15 days ago,2022-05-05
309,Business Systems Analyst,WPP,"Hybrid remote in New York, NY 10017",N/A,"Data Analysis: Browse, process & analyze data sets, investigate and uncover data—related issues, look for patterns and insights in data.",Posted28 days ago,2022-05-05
310,"Analyst, Strategy",Octagon,"Remote in New York, NY",Estimated $49.4K - $62.6K a year,"Develop insights from quantitative and qualitative data sources.
Someone who enjoys getting their hands dirty in the data and has experience in working with…",Posted24 days ago,2022-05-05
311,Data Science Analyst I,Mount Sinai,"New York, NY 10019 (Hell's Kitchen area)+4 locations",N/A,"Perform first level machine learning analysis for a wide variety of data types (actigraphy, accelerometry, video (face, pose), audio (acoustic, semantic, NLP)…",Posted29 days ago,2022-05-05
312,Entity Data Analyst NY,Fitch Group,"New York, NY+1 location",Estimated $77K - $97.4K a year,Evaluate and recommend data definition standards to be deployed across Fitch Group for Entity data usage and interpretation.,Posted30+ days ago,2022-05-05
313,Master Data Analyst,KIND,"New York, NY 10018 (Clinton area)",Estimated $65.1K - $82.5K a year,"Define and publish data definitions for organization as data elements are added or modified.
Consistency and stability in data structures.",Posted30+ days ago,2022-05-05
314,Data Analyst - Enterprise Analytics,Addepar,"Remote in New York, NY",Estimated $98.5K - $125K a year,"Gather requirements and drive efforts in partnership with data/analytics engineers to build data integrations, dimensional models and data marts.",Posted30+ days ago,2022-05-05
315,Data Analyst - Contract (ONSITE),Broadridge,"Edgewood, NY",N/A,"Create transact-SQL scripts to manage large data sets.
Must be able to manage and manipulate large sets of data.",Posted30+ days ago,2022-05-05
316,Regulatory Data Operations Analyst,Federal Reserve Bank of New York,"Hybrid remote in New York, NY+1 location",Estimated $49.2K - $62.4K a year,"Prepare systems, tools, and applications for data ingestion and data editing; Monitor and ensure data timeliness and validity.",Posted30+ days ago,2022-05-05
317,Business Analyst,Saratoga Hospital,"Saratoga Springs, NY 12866",Estimated $74.7K - $94.5K a year,"5-7 years management experience preferred.
Monitors expenditures and revenue to ensure compliance with departmental financial goals.",Posted30+ days ago,2022-05-05
318,Data Analytics Specialist,The RiverStone Group,"Remote in Rockville Centre, NY 11570",Estimated $65K - $82.2K a year,"Perform varied data analyses which may include:
BS/BA degree in Mathematics, Statistics, or related field and minimum of 3 years data analysis or related…",Posted28 days ago,2022-05-05
319,Market Research Data Analyst,Guidepoint Global,"New York, NY 10017 (Turtle Bay area)",Estimated $68.8K - $87.2K a year,"Manage and build surveys and conduct data collection with Qualtrics.
Analyze market data points and trends and be able to answer related client inquiries.",Posted30+ days ago,2022-05-05
320,"Data Analyst, Digital Product",Brooklinen,"New York, NY",Estimated $89K - $113K a year,"Familiarity with Snowflake or other big data environments is also a plus.
A solution oriented mindset paired with a passion for developing data-informed…",Posted30+ days ago,2022-05-05
321,Data Analyst - Life Sciences,Capgemini,"New York, NY",N/A,"Providing technical expertise on data storage structures, data mining, and data cleansing.
Analyzing data from primary or secondary data sources and maintaining…",Posted23 days ago,2022-05-05
322,Operational Data Analyst,Ingram Micro,"Williamsville, NY 14221",N/A,"Aptitude to learn and execute data modeling.
Ability to work with and digest large data sets across multiple systems helping extract, filter, and aggregate data…",Posted14 days ago,2022-05-05
323,new,KPMG,"New York, NY",N/A,"Build ingestion processes to prepare, extract, and enrich a variety of structured and unstructured data sources such as social media, news, internal/external…",Posted1 day ago,2022-05-05
324,Revenue Cycle Coordinator - Business Intelligence Support -...,Mount Sinai,"New York, NY",N/A,"Works collaboratively with the Revenue Cycle Director, as well as other source owners to develop a project plan for each project that will establish timelines,…",Posted30+ days ago,2022-05-05
325,Macro Data Analyst - Data Management,Balyasny Asset Management,"New York, NY+1 location",Estimated $85K - $108K a year,"Within a global team of data analysts, data scientists, and content experts, across each of BAM’s key geographic locations, the Investment Data Analyst will…",Posted30+ days ago,2022-05-05
326,Business Analyst,Beta Search,"New York, NY",Estimated $86.3K - $109K a year,The BA’s will work for/with the PM – they must have a natural analytical way of processing data and must be able to explain/communicate difficult concepts in…,Posted30+ days ago,2022-05-05
327,Global Data Privacy Analyst (Remote - EST Preferred),ARM Treasure Data,"Remote in New York, NY",Estimated $41.4K - $52.4K a year,"A high standard of technical knowledge in data privacy obligations under the GDPR.
Or equivalent industry or regulatory experience with strong focus on data…",Posted21 days ago,2022-05-05
328,Business Systems Analyst VI - Data Analyst,M&T Bank,"Buffalo, NY+1 location",N/A,"Responsible for research analysis of complex data ensuring functional design of assigned projects is accurate.
Ability to recommend and implement solutions.",Posted30+ days ago,2022-05-05
329,new,Kaleida Health,"Buffalo, NY",N/A,"Develops the reports and analyzes data.
Two (2) experience as a systems analyst preferred.
Is responsible to report data to regulatory and outside agencies and…",Posted8 days ago,2022-05-05
330,Jr Business Analyst,NFP Corp,"New York, NY 10016 (Gramercy area)+1 location",N/A,"High level attention to detail.
Overall management of User Support requests including troubleshooting, bug reporting, data requests, and coordination,…",Posted30+ days ago,2022-05-05
331,Senior Analyst (Data Analytics),Priceline.com,"Hybrid remote in New York, NY 10038",N/A,"Partner with other analysts and data engineers in the analytics team.
Answer tough questions with data.
This person will work on top strategic objectives while…",Posted30+ days ago,2022-05-05
332,"Senior Data Analyst, Go Live Team",Riskified,"Hybrid remote in New York, NY 10001",Estimated $102K - $130K a year,"We are looking for a business-minded, data analyst to join our growing operations team in NYC.
Strong analytical skills with complex data.
What You'll Be Doing.",Posted30+ days ago,2022-05-05
333,Senior Data Analyst,PulsePoint,"New York, NY 10014 (West Village area)",Estimated $96.6K - $122K a year,"Research & implement new data products or capabilities;
Creating SQL queries from scratch using real business data;
5-7 years of relevant experience in:",Posted30+ days ago,2022-05-05
334,Business Analyst,Galbraith Business Consultants,"Bronx, NY 10452 (High Bridge area)",Estimated $73.7K - $93.3K a year,"Strong critical and analytical thinking, with commitment to detail and accuracy.
Galbraith Business Consultants is an industry leader, offering an impressive…",Posted30+ days ago,2022-05-05
335,Senior Data Analyst,wpromote,"Remote in New York, NY",Estimated $91.1K - $115K a year,"This individual will contribute to data mining, data cleansing, data analysis, and visualization initiatives.
Learning how to automate data gathering, blending,…",Posted30+ days ago,2022-05-05
336,Technical Business Analyst - (TM1 Support--Pacific Time Zone...,Paramount,"Remote in New York, NY 10036",N/A,"Paramount Global Tech is hiring a business analyst.
Minimum of 3 years experience.
Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and…",Posted26 days ago,2022-05-05
337,new,Dow Jones,"New York, NY 10176 (Murray Hill area)",N/A,"Develop data visualizations to monitor pricing KPI and inventory trends.
Strong data visualization skills in Excel, Tableau and Data Studio.",Posted7 days ago,2022-05-05
338,"City Research Scientist I / Data Analyst, Bureau of Hepatiti...",NYC Careers,"Queens, NY 11101+1 location",N/A,"Provide analytical support for the registry connectivity project, including quality monitoring, data reports, data management and cleaning, and data…",Posted30+ days ago,2022-05-05
339,Sr. Business Analyst (REMOTE),Broadridge,"Remote in Edgewood, NY",N/A,"At Broadridge, we've built a culture where the highest goal is to empower others to accomplish more.
If you’re passionate about developing your career, while…",Posted14 days ago,2022-05-05
340,"Data Analyst metrics profiling and onboarding, Vice Presiden...",MUFG,"Remote in Albany, NY",N/A,"Create new data analytics including the analysis of metrics and risk assessment results, where needed • Identify opportunities to automate processes for…",Posted30+ days ago,2022-05-05
341,HRIT Tech Data Analyst,"Nomura Holdings, Inc.","New York, NY 10019 (Hell's Kitchen area)",Estimated $113K - $143K a year,"5 10 years of experience working as a Technical/Data Analyst in data/report migration.
Experience working with HR applications, preferably with 3-5 years on…",Posted30+ days ago,2022-05-05
342,new,Citi,"New York, NY+3 locations",N/A,"Organize and analyze data in preparation of client presentations and pitches.
The Corporate Banking Analyst is an intermediate level position responsible for…",PostedJust posted,2022-05-05
343,Data Analyst,GroupM Services,"Hybrid remote in New York, NY 10007",N/A,"Manipulate raw data to provide structured data sets for analysis.
As a data analyst within the analytics team, you will work in an environment where everyone is…",Posted30+ days ago,2022-05-05
344,Virtual Bilingual Machine Learning Data Associate (US)- Germ...,Amazon.com Services LLC,"New York, NY",N/A,"A successful candidate is a native German speaker who also speaks English fluently, is extremely detail oriented, an effective communicator, has demonstrated…",Posted30+ days ago,2022-05-05
345,new,Block Renovation,"Brooklyn, NY",Estimated $66.5K - $84.1K a year,"Create data visualizations in Looker with a critical eye and extreme attention to detail.
Troubleshoot data and information flow issues.",Posted5 days ago,2022-05-05
346,new,Albert Einstein College of Medicine,"Bronx, NY 10461 (Parkchester area)",N/A,This person will work with key stakeholders to ensure that the business needs define how the software is used effectively and efficiently.,PostedToday,2022-05-05
347,Data Analyst - Information Technology,Amida Care,"New York, NY",N/A,"Working knowledge of heath care data and data structures.
Analyze data for opportunities for business insights, data quality, improved business processes, and…",Posted30+ days ago,2022-05-05
348,Market Planning & Data Analyst - I/II/III - 003119,Lifetime Benefit Solutions,"Rochester, NY 14604 (Central Business District area)",Estimated $67.4K - $85.4K a year,"Advance data mining experience/training.
In lieu of degree, 5 years related experience in marketing, economics, business or healthcare analytics.",Posted30+ days ago,2022-05-05
349,Data Analyst,MRC,"Manhattan, NY+1 location",Estimated $73.8K - $93.4K a year,"Serve as an internal consultant on data analytics and advocacy on data-driven decision-making.
Experience with SQL and other modern data storage technologies.",Posted30+ days ago,2022-05-05
350,Data Analyst 3 - Inventory Flow - HYBRID,Nordstrom Inc,"New York, NY",N/A,"Advanced understanding of data modeling best practice and data governance.
3-5 years of Business/Financial/Supply Chain analysis experience.",Posted19 days ago,2022-05-05
351,"Network Analyst, Metrics and Analytics",Google,"New York, NY (Chelsea area)",N/A,"As a Metrics and Analytics network analyst, you are responsible for analyzing and building models on team's network data.",Posted29 days ago,2022-05-05
352,Financial Data Analyst,Ropes & Gray,"New York, NY 10036 (Midtown area)+1 location",N/A,"Resourceful and able to collaborate with peers where necessary in a data fluid environment.
Must have 2 - 3 years experience in financial analysis and reporting…",Posted30+ days ago,2022-05-05
353,Senior Research Analyst (Full Time or Part Time),Stony Brook Medicine,"Remote in Stony Brook, NY 11790",Estimated $65.9K - $83.5K a year,"College level coursework related to data analysis.
Applicants with familiarity managing and analyzing data in R are strongly preferred.",Posted8 days ago,2022-05-05
354,Data Analyst,Millennium Management LLC,"New York, NY",Estimated $91.5K - $116K a year,"The team consists of content specialists, data scientists, analysts and engineers who are responsible for discovering, maintaining and analyzing sources of…",Posted30+ days ago,2022-05-05
355,Business Analyst,University of Rochester,"Rochester, NY",N/A,"Bachelor's degree in related discipline such as Computer Science, Business, Mathematics, Statistics, Science or Engineering, and 4-5 years of related experience…",Posted29 days ago,2022-05-05
356,Research Analyst,1199SEIU Child Care Funds,"New York, NY",Estimated $57.3K - $72.5K a year,"Minimum two (2) years of progressive market research experience in collecting and using data to formulate data comparisons, determine trends and develop…",Posted30+ days ago,2022-05-05
357,"Data Analyst, Media Platforms and Technology",IPG Mediabrands,"New York, NY",Estimated $88.8K - $112K a year,"Participate in brainstorming sessions with data engineers, analysts, and data partners to develop efficient & effective processes and outputs.",Posted30+ days ago,2022-05-05
358,Senior Data Analyst,WebMD,"New York, NY 10014 (West Village area)+2 locations",Estimated $81.4K - $103K a year,This role will vet requirements; identify data handoffs; understand transformations and pinpoint potential for data loss or corruption.,Posted30+ days ago,2022-05-05
359,new,M&T Bank,"Buffalo, NY+3 locations",N/A,"May supervise a team of analysts.
Coordinate within department on necessary data needs and perform analysis as needed.",Posted1 day ago,2022-05-05
360,Business Data Analyst,Digital Turbine,"Hybrid remote in New York, NY",Estimated $77.1K - $97.7K a year,"Possess a solid understanding of reporting tools and data warehouse solutions.
Minimum of 3+ years of prior data analytics/business intelligence experience.",Posted30+ days ago,2022-05-05
361,new,Xandr,"New York, NY",Estimated $110K - $139K a year,"Collaborate with Data Analysts, cross-team engineers to identify data sources, build scalable data models, and operationalize the data analytic.",PostedToday,2022-05-05
362,Data Analyst,Palnar Transmedia,"New York, NY",Estimated $87.3K - $111K a year,"3+ years in an enterprise environment working with data-driven systems.
3+ years in an enterprise environment working with data-driven systems.",Posted30+ days ago,2022-05-05
363,Data Analyst IV - Remote,Centene Corporation,"Remote in New York, NY",N/A,"Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools.
Provide advanced analytical support for business operations in all or…",Posted16 days ago,2022-05-05
364,Senior Business Analyst (Remote) (W2 only),Performix,"Remote in Rochester, NY",Estimated $104K - $131K a year,"Business Analysts (BA) should have healthcare business analysts experience assessing, managing and/or implementing medical, research and/or laboratory systems,…",Posted16 days ago,2022-05-05
365,Data Loss Prevention (DLP) Analyst,M&T Bank,"Buffalo, NY",N/A,"Combined minimum of 5 years’ higher education and/or work experience, including a minimum of 2 years’ relevant work experience in two (2) or more of the…",Posted9 days ago,2022-05-05
366,Data Specialist,Tidal Basin,"Albany, NY 12205",Estimated $50.7K - $64.1K a year,"Ability to data mine on any given topic/assignment;
Transform data sets, quantitative and qualitative analysis into captivating visuals.",Posted30+ days ago,2022-05-05
367,Biostatistician & Data Analyst,Hospital for Special Surgery,"New York, NY 10021 (Upper East Side area)",N/A,"Intermediate proficiency in data preparation, machine learning and/or data science, descriptive analyses, comparative statistics, and advanced statistical…",Posted30+ days ago,2022-05-05
368,Sales Analyst,UNFI,"Buffalo, NY",N/A,"Provides direct support to the customer’s data and IT teams to research and resolve issues with transmitted company data, especially cost and product data.",Posted23 days ago,2022-05-05
