,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
31,40,Rotational Software Engineer,Facebook App,"New York, NY+13 locations",,"2+ years experience building software solutions in a corporate or start-up engineering environment, or equivalent, using an industry-standard language (e.g.…",Posted30+ days ago,2022-05-05
32,42,Associate Software Engineer Program - New York - May 2022 Gr...,Fitch Group,"New York, NY+3 locations",Estimated $81.5K - $103K a year,The 12-month program will give graduates the training they need to become a successful software engineer within the Enterprise Technology team.,Posted30+ days ago,2022-05-05
33,46,"Software Quality Engineer, Apple Pay",Apple,"New York, NY+1 location",,The group is looking for an extraordinary software development engineer in quality with strong experience in building client and server test automation.,Posted30+ days ago,2022-05-05
34,48,Software Engineer - AMD Engineering,Goldman Sachs,"New York, NY 10282 (Battery Park area)+23 locations",,"Excellent object oriented or functional analysis and design skills.
Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk…",Posted30+ days ago,2022-05-05
35,49,Software Engineer,Xandr,"New York, NY+1 location",Estimated $111K - $141K a year,"In your day to day you are well organized and able to effectively prioritize tasks, deliver high-quality code, and participate in your team's agile development…",Posted15 days ago,2022-05-05
36,50,Software Engineer,Valon Mortgage,"New York, NY",Estimated $112K - $142K a year,"2+ years of software engineering experience building quality software applications at scale.
Great at building scalable systems from scratch with a fast…",Posted30+ days ago,2022-05-05
37,51,Lead Software Engineer,AccountantsWorld,"Hauppauge, NY 11788+1 location",Estimated $109K - $138K a year,"Location: Hauppauge,…",Posted30+ days ago,2022-05-05
38,52,Software Engineer (Front End),Hearst Media Services,"New York, NY 10019 (Midtown area)+1 location",Estimated $123K - $156K a year,"We’re building an open, service-oriented platform driven by APIs, and belief in crafting simple, elegant solutions to complex technological and product problems…",Posted22 days ago,2022-05-05
39,54,Software Engineer,IPVideo,"Bay Shore, NY",Estimated $95.6K - $121K a year,"Design/code/test/maintain software with a team or individually.
IPVideo is currently seeking a Software Engineer to become part of a team which is responsible…",Posted30+ days ago,2022-05-05
40,56,"Software Engineer, Back End (Remote-Eligible)",Capital One - US,"Remote in New York, NY 10011",,"Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve…",Posted12 days ago,2022-05-05
41,59,Software Engineer,Resideo,"Melville, NY 11747",,"1+ year object-oriented design and coding skills.
Maintain and enhance our customer facing web portal.
Maintain and enhance existing back-end services / API(s)…",Posted8 days ago,2022-05-05
42,60,"Software Engineer, I",Zebra Technologies,"Holtsville, NY 11742+3 locations",,"The position includes collaborating with engineers and customers world-wide.
Design and develop software for customized hardware products running Android.",Posted29 days ago,2022-05-05
43,62,Software Engineer,DataDog,"New York, NY+5 locations",Estimated $122K - $154K a year,"Students can sign up anytime for a free Datadog Pro account!
Whether you are writing a new integration, building data pipelines, or working with the open source…",Posted30+ days ago,2022-05-05
44,63,Software Engineers & Programmers,"Decilog, Inc.","Melville, NY 11747",Estimated $86.6K - $110K a year,"Requirements: software design; experience with software languages (Java, C++, C#, Ada, Delphi, etc.).
Ability to obtain security clearance is REQUIRED.",Posted30+ days ago,2022-05-05
45,66,Software Engineer II,Disney Media & Entertainment Distribution,"New York, NY+5 locations",,"Experience in backend server-side development.
Knowledge of at least one object-oriented language.
Implement asynchronous processes to run in the cloud for…",Posted30+ days ago,2022-05-05
46,67,"Software Engineer, Backend Product",Etsy,"Remote in Brooklyn, NY 11201+10 locations",Estimated $103K - $131K a year,"The teams under Visual Discovery are a cross-functional product development team consisting of engineers, product managers, designers, product marketers, data…",Posted28 days ago,2022-05-05
47,68,Sr. Software Engineer,Tomorrow Health,"Remote in New York, NY",Estimated $138K - $175K a year,"You will help mentor junior engineers through feedback and code review.
You have 5+ years of industry experience in a software engineering role.",Posted30+ days ago,2022-05-05
48,69,Software Engineer - Java/J2EE,"JPMorgan Chase Bank, N.A.","New York, NY+12 locations",,"Object oriented analysis and design using common design patterns.
Any experience async communication with Tibco, MQ and other cloud technologies is a plus.",Posted10 days ago,2022-05-05
49,71,Software Engineer,Droit,"New York, NY 10001 (Chelsea area)",Estimated $117K - $149K a year,They don’t just write and review code - engineers are responsible for architecting and designing the infrastructure involved with any given project/deliverable…,Posted30+ days ago,2022-05-05
50,72,Software Engineer (Multiple Levels),T. Rowe Price,"New York, NY",,"In-depth knowledge of software design patterns.
Competitive pay and bonuses as well as a generous retirement plan and employee stock purchase plan with matching…",Posted30+ days ago,2022-05-05
51,74,"Software Engineer, Fullstack",Go2Andaman,"New York, NY",Estimated $117K - $149K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30 days ago,2022-05-05
52,76,Software Engineer Asc - Entry Level,LOCKHEED MARTIN CORPORATION,"Owego, NY 13827+13 locations",,"Embedded avionics and/or mission software applications.
Familiarity with object-oriented analysis/design and agile development is beneficial.",Posted30+ days ago,2022-05-05
53,77,Software Engineer I - CONTRACT PENDING,Covey Computer Software,"Utica, NY 13501",Estimated $79.1K - $100K a year,"Eligible and willing to hold a Secret security clearance.
Bachelor's degree or equivalent in Computer Science or 2 years of experience with AS in the job…",Posted30+ days ago,2022-05-05
54,79,Senior Software Engineer,DataDog,"Remote in New York, NY+1 location",,"A seasoned engineer with 5+ years of software development experience.
Design and implement new solutions that will help every Datadog engineer collaborate and…",Posted30+ days ago,2022-05-05
55,80,Software Engineer,"Biodex Medical Systems, Inc.","Shirley, NY 11967",Estimated $86.8K - $110K a year,"This will include maintenance of existing software.
Responsible for all phases of application software development from the initial concept through…",Posted30+ days ago,2022-05-05
56,81,Software Engineer,"Security Industry Specialists, Inc.","New York, NY 10012 (SoHo area)",,"A CS degree or equivalent, with 2+ years’ experience in software development.
Jasmine or Mocha (or similar testing framework).
$90,000 +/year salary (DOE).",Posted30+ days ago,2022-05-05
57,82,"Backend Software Engineer, MediaGuard",Human Security,"Remote in New York, NY",Estimated $124K - $156K a year,"Profile, debug, optimize and harden Linux-based software.
You’re either comfortable in Go codebases or open to learning the language given your depth of…",Posted30+ days ago,2022-05-05
58,83,Software Test Engineer (entry-level),Real-Time Technology Solutions,"Remote in New York, NY",,"Ongoing development of your skills working with QA/test automation/programming technologies, server-side software and database platforms.",Posted19 days ago,2022-05-05
59,84,Roku Software Development Engineer,Fox Corporation,"New York, NY",,"Experience in ensuring apps meet requirements for Roku certification.
You will be part of a new team with full permission to reinvent, disrupt, and build in a…",Posted14 days ago,2022-05-05
60,87,"Software Engineer, Fullstack",CB Insights,"Remote in New York, NY+1 location",Estimated $101K - $128K a year,"Participate in code reviews and sprint planning, help identify opportunities, work through challenges and share knowledge with colleagues.",Posted30+ days ago,2022-05-05
61,88,Junior Software Engineer,Check Point Software Technologies Ltd.,"New York, NY",,"2+ years of python programming.
Exposure to async python libraries (aiohttp/httx, aiobotocore, aioredis, starlette/FastAPI, etc.).",Posted30+ days ago,2022-05-05
62,89,Junior Software Developer,Democracy Prep Public Schools,"New York, NY 10035 (East Harlem area)",Estimated $72.5K - $91.9K a year,"Knowledge of cloud big data services and technologies.
Strong computer science knowledge, including software design patterns.
Google scripts experience a plus.",Posted30+ days ago,2022-05-05
63,91,"Co-Op, Telematics (Software / Computer Science) - Summer/Fal...",The Raymond Corporation,"Greene, NY 13778",,"Telematics Software Engineering is a fast moving software team that is responsible for the design and implementation of telematics products, as well as post…",Posted30+ days ago,2022-05-05
64,94,Software Development Engineer II,"Canon U.S.A., Inc.","Hybrid remote in Melville, NY",,"Perform requirements analysis, software design, and implementation of applications.
System integration experience and knowledge in integration with enterprise…",Posted30+ days ago,2022-05-05
65,95,.NET Software Developer (Remote Opportunity),Taylor Corporation,"Remote in Amsterdam, NY",Estimated $77.2K - $97.8K a year,"With Daily Pay, you can get paid on your very first day.
SQL Server (schemas, queries, stored procedures) – Should be able to write store procedures and…",Posted30+ days ago,2022-05-05
66,96,"Associate Software Engineer, VR",Major League Baseball,"New York, NY+2 locations",Estimated $82K - $104K a year,"Understanding of object-oriented programming.
Major League Baseball's Games and VR division, a global front-runner in sports video games and real-time data…",Posted20 days ago,2022-05-05
67,97,Software Verification Engineer - Remote Opportunity,"ENSCO, Inc.","Remote in Endicott, NY 13760",,"Experience using the VectorCAST tool (or similar).
Experience using DOORS or a similar requirement management tool.
Must be a U.S. Citizen.",Posted30+ days ago,2022-05-05
68,98,"Software Developer 2, C#",Comcast,"Troy, NY 12180+4 locations",,"Experience developing software systems with AWS.
Evaluates and plans software designs, test results and technical manuals.
Where can you make an impact?",Posted30+ days ago,2022-05-05
69,100,Junior Front End / Full Stack Software Engineer,Plectica,"Remote in New York, NY+1 location",Estimated $88.7K - $112K a year,"Systems Thinking is an increasingly popular method of analysis and problem solving, widely applicable in industry, government, not-for-profit, education,…",Posted30+ days ago,2022-05-05
70,102,Software Engineers & Web Developers,1DocWay,"New York, NY",Estimated $47.9K - $60.7K a year,"Provide support to other engineers through code-reviews, peer-programming and weekly tutorials.
The 6 month program focuses on including elements of program…",Posted30+ days ago,2022-05-05
71,103,"ICG Technology, Full Time Software Development Analyst (Nort...",Citi,"New York, NY",,"Technology Analysts participate in an intensive training program, where they receive in-depth education to learn the fundamentals of the Analyst role, including…",Posted30+ days ago,2022-05-05
72,104,Software Test Engineer,LT Technology Services,"Holtsville, NY",,"Installed new software releases, system upgrades, evaluates and installs patches and resolves software related problems.
Executing the Test Cases in Polarion.",Posted9 days ago,2022-05-05
73,106,"Staff Software Engineer, Liquidity",Ripple,"Remote in New York, NY",Estimated $160K - $202K a year,"8+ years of hands-on Software Development experience on large scale distributed systems, with the last 5-7+ years in Java or similar (Go, Python) and 2+ years…",Posted30+ days ago,2022-05-05
74,107,Front End Software Engineer,Kensho,"New York, NY 10007 (Financial District area)+1 location",,"You will collaborate with colleagues from Design, Machine Learning, Product, and Infrastructure, as well as with other engineers within AI Toolkit.",Posted30+ days ago,2022-05-05
75,109,Sr Backend Software Engineer (Python and Django)- REMOTE,Comcast,"Remote in New York, NY 10019",,"7+ years of software engineering experience at strong software companies.
Collaborate with engineers, product managers, designers, and data scientists to evolve…",Posted30+ days ago,2022-05-05
76,110,Backend Software Engineer,Hungryroot,"Remote in New York, NY 10010",Estimated $113K - $143K a year,"The ideal candidate is obsessed with delivering the best possible customer experience, values software engineering best practices, and knows how to make the…",Posted30+ days ago,2022-05-05
77,111,Software Engineer,Wyng Microexperience Platform,"New York, NY+1 location",Estimated $96.4K - $122K a year,"Build scalable web services and APIs using Flask (Python) and Nginx.
Our Privacy-First Personalization platform, powered by a zero-party data API and privacy by…",Posted30+ days ago,2022-05-05
78,112,Associate Software Engineer,Level,"Remote in New York, NY 10013+5 locations",Estimated $83.1K - $105K a year,"Experience with one server-side language (Go, Java, Python, etc.).
Or client-side language (Android, iOS, React, Ember, Angular, Vue, Javascript, Typescript,…",Posted30+ days ago,2022-05-05
79,115,Software Engineer,Embark,"New York, NY 10048 (Financial District area)",,"Exceptional programming skills and an obsession with building quality software.
For those new to coding - bachelor's degree in a technical or quantitative field…",Posted30+ days ago,2022-05-05
80,116,Python and/or C++ Software Engineer,"JPMorgan Chase Bank, N.A.","New York, NY+1 location",,"Solid understanding of software engineering practices.
The position also involves managing the details of one's book of work, technical design, testing with…",Posted10 days ago,2022-05-05
81,118,Payments Software Engineer,Apple,"New York, NY+6 locations",,"Develop highly reliable, scalable Java server platforms with an attention to detail - Collaboratively designing server APIs with cross-functional teams for an…",Posted30+ days ago,2022-05-05
82,119,"Staff Software Engineer, (Publish, Host and Monitor)",Domino Data Lab,"New York, NY",Estimated $155K - $197K a year,"Prior experience in a technical lead role, with responsibility for architectural decisions and the development of other software engineers.",Posted30+ days ago,2022-05-05
83,120,Java Software Engineer,American Technology Labs,"Clifton Park, NY 12065",Estimated $98K - $124K a year,"Develop the code, unit test the application and deploy the software.
Will work in Clifton Park, NY and/or various client sites throughout the U.S. Must be…",Posted30+ days ago,2022-05-05
84,122,Software Engineer,Citi,"New York, NY",,"You will work alongside experienced colleagues to further develop your analytical and quantitative skills.
Experience contributing to Open-Source project.",Posted30+ days ago,2022-05-05
85,123,Software Engineer,Arcesium,"New York, NY+1 location",Estimated $140K - $178K a year,The ideal candidate will have a strong academic background in computer science or another related major and at least one experience as a full time software…,Posted30+ days ago,2022-05-05
86,124,"Software Dev Engineer, Test",Amazon.com Services LLC,"New York, NY+6 locations",,"We’re looking for someone with a demonstrated track record of highly-scalable, global software solutions.
Experienced in Agile or Scrum software development…",Posted30+ days ago,2022-05-05
87,125,"Staff Software Engineer, Learning and Education",Google,"New York, NY (Chelsea area)+4 locations",,"5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.",Posted14 days ago,2022-05-05
88,126,Software Engineer 2,Rakuten Advertising,"Hybrid remote in New York, NY 10003+2 locations",,"Partner with UI/UX designers to create the right workflow for our users Collaborate with your squad of engineers, a project manager, and a product manager to…",Posted30+ days ago,2022-05-05
89,128,"Software Engineer (Sr or Staff), Crypto",Twitter,"New York, NY",Estimated $146K - $185K a year,"5+ years of software engineering experience, of which 2+ years should be building on-chain or working on blockchain protocols themselves.",Posted14 days ago,2022-05-05
90,130,Software Engineer,Capgemini,"New York, NY+2 locations",,"Job Title: Angular Developer (Full time with Benefits).
Develop User interfaces for Modern Rich Internet Applications with the latest Front End Technologies.",Posted11 days ago,2022-05-05
91,131,Software Engineer,Foursquare,"New York, NY+5 locations",Estimated $112K - $141K a year,"Influence key decisions on architecture and scalable data processing and analytics structure.
Foursquare’s flexible building blocks include technology to…",Posted30+ days ago,2022-05-05
92,134,Frontend Software Engineer,Shortcut,"Remote in New York, NY+1 location",,"Work-life balance: A flexible open vacation policy, in addition to 10 company holidays, 5 sick days, and 3 ""Dot Days"" (our term for bonus days off), community …",Posted30+ days ago,2022-05-05
93,135,Software Engineer,Showtime,"New York, NY 10019 (Midtown area)",,"We are looking for roughly 3 + years of hands-on development experience with Java or similar language, ideally using Spring.",Posted22 days ago,2022-05-05
94,137,Software Engineer,Baldwin Risk Partners,"Latham, NY",Estimated $89.4K - $113K a year,"Mentor and guide other software engineers.
Our goals include maximizing developer productivity through fine tuned scalable infrastructure and robust systems…",Posted14 days ago,2022-05-05
95,138,"Software Engineer, Full Stack - Multiple Teams (Multiple Lev...",Clear Street,"New York, NY+1 location",Estimated $115K - $145K a year,"You deliver great products; writing client-side Typescript or JavaScript with React/ Redux frameworks, and server-side node.js or Go(lang).",Posted30+ days ago,2022-05-05
96,139,Software / Web Developer,Source Enterprises,"New York, NY 10036 (Midtown area)",Estimated $57.5K - $72.9K a year,"Some of our former interns (on the software development side as well as graphic design and marketing dept.).
Develop your skills and augment your training with…",Posted30+ days ago,2022-05-05
97,140,"MTS 1, Software Engineer",PayPal,"New York, NY",,3+ years experience building software or web applications with object oriented or functional programming languages.,Posted30+ days ago,2022-05-05
98,141,Senior Software Engineer - Reporting,Gilded,"Remote in New York, NY 10007",,"Experience with professional software team collaboration using Git and GitHub.
5+ years of experience developing financial or other data-intensive software.",Posted30+ days ago,2022-05-05
99,145,Software Engineer,Belong,"Remote in New York, NY 10025+1 location",Estimated $124K - $157K a year,"5+ years of experience as a software engineer writing production code in a professional environment.
In addition to competitive pay, Belong Gaming Arenas offer…",Posted30+ days ago,2022-05-05
100,147,"Staff Software Engineer, Management and Data Center Infrastr...",Google,"New York, NY (Chelsea area)",,"5 years of experience testing and launching software products, and 3 years of experience with software design and architecture.",Posted12 days ago,2022-05-05
101,148,Principal Software Engineer,Disney Streaming,"New York, NY+3 locations",,"Experience using source control systems (such as Git) and CI/CD pipelines (such as Jenkins).
Strong back-end programming skills such as Java, Kotlin, Go, Scala…",Posted30+ days ago,2022-05-05
102,150,"Software Engineer, Fullstack",Notion,"New York, NY",Estimated $117K - $148K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30+ days ago,2022-05-05
103,151,"Full-Stack Software Engineer, TikTok User Growth",TikTok,"New York, NY 10017 (Midtown area)+1 location",Estimated $127K - $161K a year,"Data analytics mindset and skills: EDA using Python (pandas, Jupyter Notebook), BI tools, SQL, Hive, building data pipelines.
UI/UX instincts and knowledge.",Posted30+ days ago,2022-05-05
104,152,iOS Software Engineer I,Disney Streaming,"New York, NY",,"Experience integrating with backend systems, web services, and third-party software.
Experience in hair-follicle-controlled culinary preparation, CDA code 2319…",Posted30+ days ago,2022-05-05
105,155,"General Hiring: Software Engineer,TikTok Product Engineering",TikTok,"New York, NY 10017 (Midtown area)",Estimated $101K - $127K a year,"A solid foundation in computer science, with competencies in data structures, algorithms, and software design.",Posted30+ days ago,2022-05-05
106,157,Software Development Engineer New York or Remote,Tapestry,"Remote in New York, NY",,"Contribute to software engineering best practices globally across the organization.
Basic understanding of Agile methods and modern software development…",Posted30+ days ago,2022-05-05
107,159,Associate Software Engineer,M&T Bank,"Hybrid remote in Buffalo, NY+19 locations",,"JQuery, AngularJS, React, Bootstrap, vanilla CSS, SASS/LESS, responsive CSS.
Minimum of an Associate degree and 4 years’ systems analysis/application…",Posted30+ days ago,2022-05-05
108,162,Software Developer,Architecture Technology Corporation (ATCorp),"Ithaca, NY",,"Per government contract requirements, candidates for these positions must be a citizen of the United States or an alien lawfully admitted for permanent…",Posted30+ days ago,2022-05-05
109,163,Firmware/Software Engineer- Entry Level,Zebra Technologies,"Holtsville, NY 11742+1 location",,"Experience with debugging embedded software (firmware).
The position includes collaborating with engineers and customers world-wide.",Posted30+ days ago,2022-05-05
110,164,Software Engineer,Voyager Digital,"Remote in New York, NY+1 location",Estimated $146K - $185K a year,"Using Continuous Delivery practices and DevOps tools to deliver software.
7+ years of recent hands-on coding and software design.",Posted30+ days ago,2022-05-05
111,168,Sr Backend Software Engineer (Python and Django)- REMOTE,Comcast,"Remote in New York, NY 10019",,"7+ years of software engineering experience at strong software companies.
Collaborate with engineers, product managers, designers, and data scientists to evolve…",Posted30+ days ago,2022-05-05
112,169,Senior Software Engineers,Reaktor,"Temporarily Remote in New York, NY",,"Technical conversation with two engineers from Reaktor.
We will discuss various topics in software engineering, such as programming languages, frontend…",Posted30+ days ago,2022-05-05
113,170,Software Engineer,UNITED CONCIERGE MEDICINE,"Remote in Troy, NY",Estimated $79.3K - $100K a year,"Collaborate and share technical knowledge with Product Managers and other software engineers.
Responsible for translating software requirements into technical…",Posted30+ days ago,2022-05-05
114,172,Software Engineer,Buoy Health,"Remote in New York, NY+1 location",Estimated $100K - $127K a year,"Comfort in an AWS (or similar) cloud computing environment.
Solid understanding of software patterns and design principles.",Posted30 days ago,2022-05-05
115,174,Software Engineer - Backend,Ramp,"Remote in New York, NY 10018+3 locations",Estimated $117K - $149K a year,"Inspire and mentor young engineers and interns.
Contribute to roadmap and plans, help define and meet your team’s goals (OKRs).",Posted30+ days ago,2022-05-05
116,178,"Staff Software Engineer, Management and Data Center Infrastr...",Google,"New York, NY (Chelsea area)",,"5 years of experience testing and launching software products, and 3 years of experience with software design and architecture.",Posted12 days ago,2022-05-05
117,179,Software Engineer,Voyager Digital,"Remote in New York, NY+1 location",Estimated $146K - $185K a year,"Using Continuous Delivery practices and DevOps tools to deliver software.
7+ years of recent hands-on coding and software design.",Posted30+ days ago,2022-05-05
118,180,Software Engineer,"Mill-Max Mfg., Corp","Oyster Bay, NY 11771",Estimated $95K - $120K a year,"Minimum 5 years related work experience.
Must possess experience in systems design and have a solid understanding of software development, program lifecycle,…",Posted19 days ago,2022-05-05
119,184,Backend Software Development Engineer (All Levels) - C360 Da...,Salesforce,"New York, NY 10036 (Garment District area)+1 location",,"Marketing Cloud engineering builds innovative features across content, channels, data, and orchestration, as well as engineers who drive scale for our machine…",Posted30+ days ago,2022-05-05
120,185,Software Engineer,Buoy Health,"Remote in New York, NY+1 location",Estimated $100K - $127K a year,"Comfort in an AWS (or similar) cloud computing environment.
Solid understanding of software patterns and design principles.",Posted30 days ago,2022-05-05
121,186,Software Engineer - Parametric,Morgan Stanley,"New York, NY+1 location",,"We design and build financial software responsible for the account life cycle that starts with the onboarding of accounts, managing all client activities and…",Posted30+ days ago,2022-05-05
122,187,Software Developer,Fitocracy,"New York, NY",Estimated $100K - $127K a year,"This is for a full time position in New York.
Work closely with the rest of the Fitocracy team and deliver new features using Python, Django, and Javascript.",Posted30+ days ago,2022-05-05
123,190,Principal Software Engineer,Nautilus Labs,"Hybrid remote in New York, NY",Estimated $153K - $194K a year,"Able to take ownership of a large software project.
Solid development experience using python and/or node.js.
Excellent analytical and problem solving skills.",Posted30+ days ago,2022-05-05
124,191,OSTP Software Developer,Kitware,"Clifton Park, NY",Estimated $87.6K - $111K a year,"Members of the OSTP will learn to develop innovative open-source software platforms with global impact in the areas of computer vision, scientific computing,…",Posted30+ days ago,2022-05-05
125,192,Software Engineer,Nautilus Labs,"Remote in New York, NY+1 location",Estimated $120K - $153K a year,"Able to take ownership of a large software project.
2+ years work experience on a software team.
Solid development experience using python and/or node.js.",Posted30+ days ago,2022-05-05
126,193,Junior Software Engineer,L3Harris Technologies,"Rochester, NY+1 location",,"Design, implement, test, and maintain embedded software for real-time control of advanced tactical radio equipment.
Experience with mentoring of engineers.",Posted11 days ago,2022-05-05
127,194,Embedded Software Engineer,Biamp Systems,"Rochester, NY",Estimated $96K - $122K a year,"Location: Rochester,…",Posted30+ days ago,2022-05-05
128,195,Software Engineer (NYC),Rho Business Banking,"New York, NY 10012 (SoHo area)",Estimated $114K - $144K a year,"Experience in a start-up or enterprise within a highly technical market segment, such as AI, security, finance and blockchain, or infrastructure;",Posted30+ days ago,2022-05-05
129,196,Technical Support Software Engineer,Sartorius,"Remote in Bohemia, NY",Estimated $73.5K - $93.1K a year,"Manage new software releases and system configuration details.
4+ years experience supporting software controlled automation equipment.",Posted30+ days ago,2022-05-05
130,198,"Professional, Senior Software Engineer",MVP Health Care,"Schenectady, NY 12305 (Downtown area)",Estimated $104K - $132K a year,"Knowledge of software design patterns.
Experience working with open-source software and libraries.
Experience with distributed source code control (Git, GitHub,…",Posted16 days ago,2022-05-05
131,200,Software Engineer - Backend,Ramp,"Remote in New York, NY 10018+3 locations",Estimated $117K - $149K a year,"Inspire and mentor young engineers and interns.
Contribute to roadmap and plans, help define and meet your team’s goals (OKRs).",Posted30+ days ago,2022-05-05
132,204,Software Developer,"D. E. Shaw & Co., L.P.","New York, NY",Estimated $104K - $131K a year,"Members of our technical staff collaborate on challenging problems that directly impact the firm’s continued success, utilizing their excellent analytical,…",Posted30+ days ago,2022-05-05
133,205,"Software Engineer, Frontend - (Remote)",Even Financial,"Remote in New York, NY",Estimated $120K - $153K a year,"4 years software engineering experience.
Experience working on server-side applications with Node.js and Express, is a plus.
Uncapped paid time off (PTO).",Posted30+ days ago,2022-05-05
134,206,"Software Engineer, Desktop",Go2Andaman,"New York, NY+5 locations",Estimated $123K - $156K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30 days ago,2022-05-05
135,208,Senior Software Engineer - Backend,HyperScience,"New York, NY",,"Minimum 5 years of experience solving backend software engineering challenges.
Comfortable learning and implementing new technologies.",Posted30+ days ago,2022-05-05
136,209,"Software Engineer, TikTok Backend",TikTok,"New York, NY 10017 (Midtown area)+3 locations",Estimated $104K - $132K a year,"Develop large-scale software systems that power TikTok app.
You will have the opportunity to work closely with Mobile Engineers, Frontend Engineers as well as…",Posted30+ days ago,2022-05-05
137,212,Staff Software Engineer (Development),CommerceHub,"Albany, NY",Estimated $123K - $156K a year,"Medical, dental and vision benefits: Affordable health care plans with premiums that will not exceed 5% of your salary and company HSA contributions, starting…",Posted30+ days ago,2022-05-05
138,213,Clover - Web - Software Engineer,Fiserv,"New York, NY 10261+1 location",,"Clover is the Point of Sale system that processes millions of transactions for hundreds of thousands of merchants daily.
Knowledge of TypeScript and React.",Posted30+ days ago,2022-05-05
139,215,Lead Software Engineer,Reaktor,"Temporarily Remote in New York, NY",,"Technical conversation with two engineers from Reaktor.
Passion about working on complex problems at any part of the project, from type system nuances to…",Posted30+ days ago,2022-05-05
140,216,Software Design Engineer (Government) Remote,AT&T,"Remote in New York, NY",,"Must be a US Citizen and able to attain government clearance (#clearable).
Excellent written and oral communications are required to interface with industry…",Posted21 days ago,2022-05-05
141,217,Software QA Engineer – Vision Automation (Buffalo),Tesla,"Buffalo, NY 14220 (Tifft area)",,The software team is responsible for making these systems and operations every bit as intelligent and dynamic as the products themselves.,Posted30+ days ago,2022-05-05
142,218,Compliance Staff Software Engineer,Visa,"New York, NY",,"Hands-on experience with all aspects of software development: data, server-side, UI, and open-source software.
End-to-End Payment eco-system.",Posted16 days ago,2022-05-05
143,219,"Junior Software Engineer, Full-Stack",CharterUP,"New York, NY 10014 (West Village area)+1 location",,"We are looking for someone who understands software architecture, data modeling, and object-oriented programming concepts.
You must be a coder.",Posted16 days ago,2022-05-05
144,225,Software Engineer,The Perno Group,"Rochester, NY+1 location",Estimated $105K - $133K a year,"The individual must be a mid level software engineer.
Have knowledge of the software product lifecycle.
Minimum 5 years experience in web development.",Posted30+ days ago,2022-05-05
145,227,Software Engineer (NYC),Rho Business Banking,"New York, NY 10012 (SoHo area)",Estimated $114K - $144K a year,"Experience in a start-up or enterprise within a highly technical market segment, such as AI, security, finance and blockchain, or infrastructure;",Posted30+ days ago,2022-05-05
146,228,Software Developer,Visions Federal Credit Union,"Endwell, NY 13760",Estimated $72.4K - $91.6K a year,"Responsible for thorough testing and complete documentation of all software development.
Manages and assists in implementation of new software integrations and…",Posted9 days ago,2022-05-05
147,229,Software Engineer Co-op Summer 2022,Teledyne LeCroy Inc.,"Chestnut Ridge, NY 10977+1 location",,"Your responsibilities will focus around QA activities, including developing and documenting software test procedures, testing software for product release,…",Posted9 days ago,2022-05-05
148,231,Software Engineer,Hearst Media Services,"New York, NY 10019 (Midtown area)+1 location",Estimated $116K - $147K a year,"You have 3+ experience with client and server-side programming in React, Node.js, Python, and other similar languages.",Posted30+ days ago,2022-05-05
149,233,Staff Software Engineer,GlossGenius,"Remote in New York, NY",Estimated $149K - $189K a year,Tens of thousands of small business owners have chosen to rely on GlossGenius every day to run their entire set of business operations.,Posted30+ days ago,2022-05-05
150,236,Frontend Software Engineer,Shortcut,"Remote in New York, NY+1 location",,"Work-life balance: A flexible open vacation policy, in addition to 10 company holidays, 5 sick days, and 3 ""Dot Days"" (our term for bonus days off), community …",Posted30+ days ago,2022-05-05
151,237,"Senior Software Engineer, Infrastructure",Aura,"New York, NY",Estimated $143K - $182K a year,"Our infrastructure supports the apis for our iOS, android, web, and IoT embedded software that comprise our product.
Ruby on Rails for API servers.",Posted30+ days ago,2022-05-05
152,238,Software Engineer,Ocrolus,"New York, NY+1 location",Estimated $111K - $140K a year,"Ocrolus transforms documents into digital data and analytics within minutes.
You’re continuously looking to improve as an engineer and have a growth mindset.",Posted30+ days ago,2022-05-05
153,239,Software Engineer 4 - Backend,BAKKT LLC,"Phoenix, NY+3 locations",Estimated $101K - $127K a year,"Working closely with product owners to understand customer preferences and business requirements – analyzing options, documenting specifications, and…",Posted30+ days ago,2022-05-05
154,240,Software Developer (Hybrid - On-Site/Remote),SITA,"Islip, NY",,"Experience in software engineering, in a development capacity, preferably using a mainstream development Object Orientated language such as C#, Java, C++ or…",Posted30+ days ago,2022-05-05
155,241,Full Stack Software Developer,Kiss Products,"Port Washington, NY",Estimated $88.9K - $113K a year,"Strong understanding of object-oriented programming concepts, and advanced knowledge of at least one object-oriented language(such as Python, Java, C++, C#,…",Posted16 days ago,2022-05-05
156,243,Bioinformatics Software Engineer,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)+3 locations",,"Strong understanding of software engineering concept and full software development cycle.
Experience in cloud environment and cloud-based applications is a plus…",Posted28 days ago,2022-05-05
